Team _1,Team_2,Venue,Toss_Won,Elected,Winner,TOss1
Chennai Super Kings,Kolkata Night Riders,Dubai Sports(Dubai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Kolkata Night Riders,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Kolkata Night Riders,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Kolkata Night Riders,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Kolkata Night Riders,Eden(Kolkata),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Kolkata Night Riders,Eden(Kolkata),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Kolkata Night Riders,Eden(Kolkata),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Kolkata Night Riders,Heavy Engineering(Kolkata),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Sunrises Hyderabad,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Sunrises Hyderabad,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Sunrises Hyderabad,Dubai Sports(Dubai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Sunrises Hyderabad,Maharashtra(Pune),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Sunrises Hyderabad,Wankhede(Mumbai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Sunrises Hyderabad,Wankhede(Mumbai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,Centruion Park,1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,Kingsmaid(Durban),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,PCA(Mohali),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,Himachal Pradesh(Dharamsala),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,Maharashtra(Pune),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,Sheikh Zayed Stadium(Dubai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,PCA(Mohali),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,PCA(Mohali),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Punjab Kings,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Royal Challengers Banglore,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Royal Challengers Banglore,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Royal Challengers Banglore,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Rajasthan Royals,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Rajasthan Royals,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,Sheikh Zayed Stadium(Dubai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,Wankhede(Mumbai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,Dubai Sports(Dubai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,Wankhede(Mumbai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,Brabourne(Mumbai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,Feroz Shah(Delhi),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,DR PY Patil(Mumbai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,ACA-VCA(Vishakhapatnam),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,Sheikh Zayed Stadium(Dubai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,Feroz Shah(Delhi),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,Feroz Shah(Delhi),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Wankhede(Mumbai),1,1,Chennai Super Kings,Mumbai Indians
Mumbai Indians,Chennai Super Kings,M Chinnaswammy(Banglore),1,0,Chennai Super Kings,Mumbai Indians
Mumbai Indians,Chennai Super Kings,St George(Port Elizabeth),1,1,Chennai Super Kings,Mumbai Indians
Mumbai Indians,Chennai Super Kings,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Mumbai Indians
Punjab Kings,Chennai Super Kings,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Punjab Kings
Punjab Kings,Chennai Super Kings,Wankhede(Mumbai),1,1,Chennai Super Kings,Punjab Kings
Punjab Kings,Chennai Super Kings,Dubai Sports(Dubai),1,1,Chennai Super Kings,Punjab Kings
Punjab Kings,Chennai Super Kings,Wankhede(Mumbai),1,1,Chennai Super Kings,Punjab Kings
Delhi Capitals,Chennai Super Kings,Feroz Shah(Delhi),1,1,Chennai Super Kings,Delhi Capitals
Delhi Capitals,Chennai Super Kings,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Delhi Capitals
Delhi Capitals,Chennai Super Kings,Maharashtra(Pune),1,0,Chennai Super Kings,Delhi Capitals
Delhi Capitals,Chennai Super Kings,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Delhi Capitals
Delhi Capitals,Chennai Super Kings,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Delhi Capitals
Delhi Capitals,Chennai Super Kings,Feroz Shah(Delhi),1,1,Chennai Super Kings,Delhi Capitals
Delhi Capitals,Chennai Super Kings,New Wanders(Johannesburg),1,0,Chennai Super Kings,Delhi Capitals
Royal Challengers Banglore,Chennai Super Kings,Dubai Sports(Dubai),1,1,Chennai Super Kings,Royal Challengers Banglore
Royal Challengers Banglore,Chennai Super Kings,M Chinnaswammy(Banglore),1,0,Chennai Super Kings,Royal Challengers Banglore
Royal Challengers Banglore,Chennai Super Kings,M Chinnaswammy(Banglore),1,0,Chennai Super Kings,Royal Challengers Banglore
Royal Challengers Banglore,Chennai Super Kings,Maharashtra(Pune),1,0,Chennai Super Kings,Royal Challengers Banglore
Royal Challengers Banglore,Chennai Super Kings,Heavy Engineering(Kolkata),1,0,Chennai Super Kings,Royal Challengers Banglore
Sunrises Hyderabad,Chennai Super Kings,Heavy Engineering(Kolkata),1,0,Chennai Super Kings,Sunrises Hyderabad
Sunrises Hyderabad,Chennai Super Kings,Dubai Sports(Dubai),1,1,Chennai Super Kings,Sunrises Hyderabad
Rajasthan Royals,Chennai Super Kings,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,Maharashtra(Pune),1,0,Chennai Super Kings,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,Dubai Sports(Dubai),1,0,Chennai Super Kings,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,Heavy Engineering(Kolkata),1,1,Chennai Super Kings,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh(Jaipur),1,0,Chennai Super Kings,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,De beers(Kimberley),1,1,Chennai Super Kings,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,Centruion Park,1,0,Chennai Super Kings,Rajasthan Royals
Kolkata Night Riders,Chennai Super Kings,Centruion Park,1,1,Chennai Super Kings,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,MA Chidambaram(Chennai),1,0,Chennai Super Kings,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,MA Chidambaram(Chennai),1,1,Chennai Super Kings,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,Eden(Kolkata),1,1,Chennai Super Kings,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,Eden(Kolkata),1,1,Chennai Super Kings,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,Centruion Park,2,1,Chennai Super Kings,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,Eden(Kolkata),2,1,Chennai Super Kings,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,Eden(Kolkata),2,1,Chennai Super Kings,Kolkata Night Riders
Chennai Super Kings,Sunrises Hyderabad,Sharjah Stadium,2,1,Chennai Super Kings,Sunrises Hyderabad
Chennai Super Kings,Sunrises Hyderabad,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Sunrises Hyderabad
Chennai Super Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,0,Chennai Super Kings,Sunrises Hyderabad
Chennai Super Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,0,Chennai Super Kings,Sunrises Hyderabad
Chennai Super Kings,Punjab Kings,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Punjab Kings
Chennai Super Kings,Punjab Kings,Wankhede(Mumbai),2,1,Chennai Super Kings,Punjab Kings
Chennai Super Kings,Punjab Kings,Dubai Sports(Dubai),2,1,Chennai Super Kings,Punjab Kings
Chennai Super Kings,Punjab Kings,Wankhede(Mumbai),2,1,Chennai Super Kings,Punjab Kings
Chennai Super Kings,Royal Challengers Banglore,Dubai Sports(Dubai),2,1,Chennai Super Kings,Royal Challengers Banglore
Chennai Super Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Chennai Super Kings,Royal Challengers Banglore
Chennai Super Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Chennai Super Kings,Royal Challengers Banglore
Chennai Super Kings,Royal Challengers Banglore,Maharashtra(Pune),2,0,Chennai Super Kings,Royal Challengers Banglore
Chennai Super Kings,Royal Challengers Banglore,Heavy Engineering(Kolkata),2,0,Chennai Super Kings,Royal Challengers Banglore
Chennai Super Kings,Rajasthan Royals,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,Maharashtra(Pune),2,0,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,Dubai Sports(Dubai),2,0,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,Heavy Engineering(Kolkata),2,1,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,De beers(Kimberley),2,1,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,Centruion Park,2,0,Chennai Super Kings,Rajasthan Royals
Chennai Super Kings,Mumbai Indians,Wankhede(Mumbai),2,1,Chennai Super Kings,Mumbai Indians
Chennai Super Kings,Mumbai Indians,M Chinnaswammy(Banglore),2,0,Chennai Super Kings,Mumbai Indians
Chennai Super Kings,Mumbai Indians,St George(Port Elizabeth),2,1,Chennai Super Kings,Mumbai Indians
Chennai Super Kings,Mumbai Indians,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Mumbai Indians
Chennai Super Kings,Delhi Capitals,Feroz Shah(Delhi),2,1,Chennai Super Kings,Delhi Capitals
Chennai Super Kings,Delhi Capitals,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Delhi Capitals
Chennai Super Kings,Delhi Capitals,Maharashtra(Pune),2,0,Chennai Super Kings,Delhi Capitals
Chennai Super Kings,Delhi Capitals,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Delhi Capitals
Chennai Super Kings,Delhi Capitals,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Delhi Capitals
Chennai Super Kings,Delhi Capitals,Feroz Shah(Delhi),2,1,Chennai Super Kings,Delhi Capitals
Chennai Super Kings,Delhi Capitals,New Wanders(Johannesburg),2,0,Chennai Super Kings,Delhi Capitals
Mumbai Indians,Chennai Super Kings,Sheikh Zayed Stadium(Dubai),2,0,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Wankhede(Mumbai),2,0,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Dubai Sports(Dubai),2,1,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Wankhede(Mumbai),2,0,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Brabourne(Mumbai),2,0,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Feroz Shah(Delhi),2,1,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,DR PY Patil(Mumbai),2,1,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,Centruion Park,2,1,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,Kingsmaid(Durban),2,1,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,PCA(Mohali),2,1,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,Himachal Pradesh(Dharamsala),2,0,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,Maharashtra(Pune),2,0,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,Sheikh Zayed Stadium(Dubai),2,0,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,PCA(Mohali),2,1,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,PCA(Mohali),2,0,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,ACA-VCA(Vishakhapatnam),2,0,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,Sheikh Zayed Stadium(Dubai),2,1,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,Feroz Shah(Delhi),2,0,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,Feroz Shah(Delhi),2,1,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Royal Challengers Banglore,Chennai Super Kings,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Chennai Super Kings
Royal Challengers Banglore,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Royal Challengers Banglore,Chennai Super Kings,M Chinnaswammy(Banglore),2,0,Chennai Super Kings,Chennai Super Kings
Royal Challengers Banglore,Chennai Super Kings,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Chennai Super Kings
Sunrises Hyderabad,Chennai Super Kings,Rajiv Gandhi(Hyderabad),2,0,Chennai Super Kings,Chennai Super Kings
Sunrises Hyderabad,Chennai Super Kings,Rajiv Gandhi(Hyderabad),2,1,Chennai Super Kings,Chennai Super Kings
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh(Jaipur),2,0,Chennai Super Kings,Chennai Super Kings
Rajasthan Royals,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Rajasthan Royals,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh(Jaipur),2,0,Chennai Super Kings,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,Dubai Sports(Dubai),2,0,Chennai Super Kings,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Chennai Super Kings,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,MA Chidambaram(Chennai),2,0,Chennai Super Kings,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,Eden(Kolkata),2,1,Chennai Super Kings,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,Eden(Kolkata),2,0,Chennai Super Kings,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,Eden(Kolkata),2,0,Chennai Super Kings,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,Heavy Engineering(Kolkata),2,1,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Royal Challengers Banglore,Sheikh Zayed Stadium(Dubai),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,Feroz Shah(Delhi),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,Feroz Shah(Delhi),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,St George(Port Elizabeth),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Chennai Super Kings,Wankhede(Mumbai),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Chennai Super Kings,Feroz Shah(Delhi),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Chennai Super Kings,Kingsmaid(Durban),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Mumbai Indians,Wankhede(Mumbai),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Mumbai Indians,Wankhede(Mumbai),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Mumbai Indians,Centruion Park,1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,Feroz Shah(Delhi),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,Feroz Shah(Delhi),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,Feroz Shah(Delhi),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,Feroz Shah(Delhi),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,Himachal Pradesh(Dharamsala),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,PCA(Mohali),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,Newsland(Capetown),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,Narender Modi(Ahemabad),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,Wankhede(Mumbai),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Wankhede(Mumbai),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Dubai Sports(Dubai),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Feroz Shah(Delhi),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Sardar Patel(Ahmedabad),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Feroz Shah(Delhi),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Springbok Park,1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Narender Modi(Ahemabad),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Eden(Kolkata),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Feroz Shah(Delhi),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Eden(Kolkata),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Feroz Shah(Delhi),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,New Wanders(Johannesburg),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,MA Chidambaram(Chennai),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,Sheikh Zayed Stadium(Dubai),1,1,Delhi Capitals,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,ACA-VCA(Vishakhapatnam),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,Feroz Shah(Delhi),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,Shaheed Veer(Rajpur),1,0,Delhi Capitals,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,Andhra Cricket(Vishakapatnam),1,1,Delhi Capitals,Delhi Capitals
Mumbai Indians,Delhi Capitals,MA Chidambaram(Chennai),1,1,Delhi Capitals,Mumbai Indians
Mumbai Indians,Delhi Capitals,Wankhede(Mumbai),1,0,Delhi Capitals,Mumbai Indians
Mumbai Indians,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Mumbai Indians
Mumbai Indians,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Mumbai Indians
Mumbai Indians,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Mumbai Indians
Mumbai Indians,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Mumbai Indians
Mumbai Indians,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Mumbai Indians
Mumbai Indians,Delhi Capitals,Feroz Shah(Delhi),1,1,Delhi Capitals,Mumbai Indians
Mumbai Indians,Delhi Capitals,Sharjah Stadium,1,1,Delhi Capitals,Mumbai Indians
Mumbai Indians,Delhi Capitals,Buffalo Park(London),1,1,Delhi Capitals,Mumbai Indians
Punjab Kings,Delhi Capitals,Feroz Shah(Delhi),1,1,Delhi Capitals,Punjab Kings
Punjab Kings,Delhi Capitals,Subrata(Gahunje),1,1,Delhi Capitals,Punjab Kings
Punjab Kings,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Punjab Kings
Punjab Kings,Delhi Capitals,Dubai Sports(Dubai),1,0,Delhi Capitals,Punjab Kings
Chennai Super Kings,Delhi Capitals,Dubai Sports(Dubai),1,0,Delhi Capitals,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,Sharjah Stadium,1,1,Delhi Capitals,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,MA Chidambaram(Chennai),1,1,Delhi Capitals,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,MA Chidambaram(Chennai),1,1,Delhi Capitals,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,Shaheed Veer(Rajpur),1,1,Delhi Capitals,Chennai Super Kings
Royal Challengers Banglore,Delhi Capitals,Dubai Sports(Dubai),1,0,Delhi Capitals,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,M Chinnaswammy(Banglore),1,0,Delhi Capitals,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Royal Challengers Banglore
Sunrises Hyderabad,Delhi Capitals,Rajiv Gandhi(Hyderabad),1,0,Delhi Capitals,Sunrises Hyderabad
Rajasthan Royals,Delhi Capitals,Sharjah Stadium,1,0,Delhi Capitals,Rajasthan Royals
Rajasthan Royals,Delhi Capitals,Feroz Shah(Delhi),1,1,Delhi Capitals,Rajasthan Royals
Rajasthan Royals,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Rajasthan Royals
Rajasthan Royals,Delhi Capitals,Sawai Mansingh(Jaipur),1,1,Delhi Capitals,Rajasthan Royals
Rajasthan Royals,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Rajasthan Royals
Kolkata Night Riders,Delhi Capitals,Sharjah Stadium,1,0,Delhi Capitals,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Kolkata Night Riders
